antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.029575390656958193,0.031048024216640758,0.012394665793994928,0.4190871369294606,13.49802918231567,0.01147640834866108,1.66798161545564,0.9541339962095523
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.031048024216640758,0.029575390656958193,0.012394665793994928,0.39920948616600793,13.49802918231567,0.01147640834866108,1.6152462247617736,0.955584109092718
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03456598216477133,0.029575390656958193,0.012312852818457008,0.35621301775147934,12.044237111967723,0.011290550392492446,1.5073691082626293,0.9498036360585543
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.029575390656958193,0.03456598216477133,0.012312852818457008,0.41632088520055327,12.044237111967723,0.011290550392492446,1.6540492770020625,0.9449190917935313
frozenset({'SUKI  SHOULDER BAG'}),frozenset({'SKULL SHOULDER BAG'}),0.021680438517548882,0.016812566473042623,0.01043115438108484,0.4811320754716982,28.617408070513708,0.010066650567343837,1.8948703264337723,0.9864427456883406
frozenset({'SKULL SHOULDER BAG'}),frozenset({'SUKI  SHOULDER BAG'}),0.016812566473042623,0.021680438517548882,0.01043115438108484,0.6204379562043796,28.617408070513704,0.010066650567343837,2.5774957677518424,0.9815587562256024
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.030598052851182198,0.04806512312852818,0.01055387384439172,0.3449197860962567,7.176092843326886,0.009083174666606434,1.4531577304078795,0.8878137755385762
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.04806512312852818,0.030598052851182198,0.01055387384439172,0.2195744680851064,7.176092843326886,0.009083174666606434,1.2421453521263477,0.904104286567538
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.030598052851182198,0.08557637241266465,0.016976192424118464,0.5548128342245988,6.483247870676167,0.014357722058223301,2.054020640946927,0.8724516430139496
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.08557637241266465,0.030598052851182198,0.016976192424118464,0.19837476099426385,6.483247870676168,0.014357722058223301,1.2092956907783703,0.9249064613109322
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.04982410210259347,0.030598052851182198,0.012231039842919088,0.24548440065681448,8.022876548738619,0.010706519333521234,1.2848004043822199,0.9212572417212993
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.030598052851182198,0.04982410210259347,0.012231039842919088,0.39973262032085566,8.022876548738619,0.010706519333521234,1.5829210949382186,0.9029860414677331
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.030598052851182198,0.04843328151844883,0.012108320379612207,0.39572192513368987,8.170454545454545,0.010626356271954523,1.5747166049207972,0.9053084648493543
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.04843328151844883,0.030598052851182198,0.012108320379612207,0.25,8.170454545454545,0.010626356271954523,1.292535929531757,0.9222766744046084
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.030598052851182198,0.03530229894461261,0.011208377648695082,0.36631016042780745,10.376382597703572,0.010128196039819591,1.522349958627489,0.9321492527935155
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.03530229894461261,0.030598052851182198,0.011208377648695082,0.3174971031286211,10.376382597703572,0.010128196039819591,1.4203631246000505,0.9366947798287211
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'TOY TIDY PINK POLKADOT'}),0.030598052851182198,0.019185142763642315,0.011126564673157162,0.3636363636363636,18.954060864508623,0.010539536660917758,1.5412804899428474,0.9771394210481897
frozenset({'TOY TIDY PINK POLKADOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.019185142763642315,0.030598052851182198,0.011126564673157162,0.579957356076759,18.954060864508623,0.010539536660917758,2.3078655493035303,0.9657692788922717
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.051092203223431235,0.09244866235784996,0.016976192424118464,0.33226581265012006,3.5940575469224934,0.012252786579196817,1.3591506243585676,0.7606249457891054
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.09244866235784996,0.051092203223431235,0.016976192424118464,0.18362831858407078,3.5940575469224934,0.012252786579196817,1.1623477619051736,0.7952860753389471
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.051092203223431235,0.08557637241266465,0.01304916959829829,0.255404323458767,2.9845191640884408,0.008676884187866394,1.228080764361916,0.7007400021865329
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.08557637241266465,0.051092203223431235,0.01304916959829829,0.15248565965583175,2.984519164088441,0.008676884187866394,1.1196362723387376,0.7271658687805764
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'PARTY BUNTING'}),0.051092203223431235,0.06896833837846683,0.01051296735662276,0.2057646116893515,2.983464826428165,0.006989222996207762,1.1722364368601763,0.7006152177534027
frozenset({'PARTY BUNTING'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.06896833837846683,0.051092203223431235,0.01051296735662276,0.1524317912218268,2.9834648264281647,0.006989222996207762,1.1195651122220398,0.7140672761962075
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'HEART OF WICKER SMALL'}),0.051092203223431235,0.049128691810521145,0.012149226867381166,0.2377902321857486,4.8401498884369785,0.009639133761296697,1.2475191847990117,0.8361137201504489
frozenset({'HEART OF WICKER SMALL'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.049128691810521145,0.051092203223431235,0.012149226867381166,0.2472939217318901,4.8401498884369785,0.009639133761296697,1.26066179638126,0.8343871785902329
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER SMALL'}),0.09244866235784996,0.049128691810521145,0.015994436717663423,0.17300884955752213,3.521543993574676,0.011452554876389685,1.1497962314115688,0.7889731618036121
frozenset({'HEART OF WICKER SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.049128691810521145,0.09244866235784996,0.015994436717663423,0.3255620316402998,3.521543993574676,0.011452554876389685,1.3456409339607682,0.7530289768885755
frozenset({'HEART OF WICKER SMALL'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.049128691810521145,0.08557637241266465,0.01051296735662276,0.21398834304746048,2.5005540316148274,0.006308712130098575,1.1633715855215994,0.6310934195295754
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'HEART OF WICKER SMALL'}),0.08557637241266465,0.049128691810521145,0.01051296735662276,0.122848948374761,2.5005540316148274,0.006308712130098575,1.0840451099359072,0.656247943856356
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.037879407674057106,0.049128691810521145,0.020166898470097356,0.5323974082073434,10.836791874302012,0.018305932724513516,2.033503074788585,0.9434594527466159
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.049128691810521145,0.037879407674057106,0.020166898470097356,0.4104912572855953,10.836791874302012,0.018305932724513516,1.6320717957393467,0.9546210509184947
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.09244866235784996,0.037879407674057106,0.014644522621287737,0.1584070796460177,4.181878476270571,0.01114262205091348,1.1432137427216778,0.8383801350391081
frozenset({'HEART OF WICKER LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.037879407674057106,0.09244866235784996,0.014644522621287737,0.38660907127429806,4.181878476270571,0.01114262205091348,1.4795643286208289,0.7908291528902063
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.027898224658430826,0.0473288063486869,0.01587171725435654,0.5689149560117301,12.020479701523557,0.014551327582025505,2.2099379390142704,0.9431200186715764
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.0473288063486869,0.027898224658430826,0.01587171725435654,0.3353500432152117,12.020479701523557,0.014551327582025505,1.4625770534072762,0.9623557955992674
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.027898224658430826,0.06397774687065369,0.014644522621287737,0.5249266862170088,8.204832334565854,0.01285965706595002,1.9702690636858462,0.9033216761845295
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.06397774687065369,0.027898224658430826,0.014644522621287737,0.2289002557544757,8.204832334565856,0.01285965706595002,1.2606693006917198,0.9381407356371455
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.027898224658430826,0.04164280454880144,0.011658349014153645,0.4178885630498534,10.035072507187344,0.010496588697444059,1.6463466178783817,0.9261885145450733
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.04164280454880144,0.027898224658430826,0.011658349014153645,0.27996070726915523,10.035072507187344,0.010496588697444059,1.3500676770773772,0.9394717372225169
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.027898224658430826,0.04458807166816657,0.010840219258774441,0.3885630498533724,8.714506712583066,0.009596291218289716,1.5625681897417516,0.9106544543355576
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.04458807166816657,0.027898224658430826,0.010840219258774441,0.24311926605504586,8.714506712583066,0.009596291218289716,1.2843526486331034,0.9265624444609604
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.027898224658430826,0.05207395892988628,0.012353759306225967,0.44281524926686217,8.503583333525304,0.0109009883011461,1.70127778949952,0.9077264736799276
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.05207395892988628,0.027898224658430826,0.012353759306225967,0.23723487824037703,8.503583333525304,0.0109009883011461,1.274444449031738,0.930876965456773
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.047042460934304184,0.027898224658430826,0.011249284136464043,0.23913043478260868,8.571528751753155,0.009936882992833369,1.2776194761632051,0.9269402472527473
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.027898224658430826,0.047042460934304184,0.011249284136464043,0.40322580645161293,8.571528751753156,0.009936882992833369,1.596847768164139,0.9086854064972226
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.027898224658430826,0.04438353922932177,0.011576536038615725,0.4149560117302053,9.34932226982175,0.010338314090059829,1.6334095895879766,0.9186696270690055
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.04438353922932177,0.027898224658430826,0.011576536038615725,0.26082949308755765,9.349322269821752,0.010338314090059829,1.3151252197576093,0.9345175727780423
frozenset({'JUMBO BAG DOLLY GIRL DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.01840791949603207,0.08557637241266465,0.011249284136464043,0.611111111111111,7.14111960909284,0.009674001162329252,2.351375042367433,0.8760929851945021
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG DOLLY GIRL DESIGN'}),0.08557637241266465,0.01840791949603207,0.011249284136464043,0.13145315487571702,7.14111960909284,0.009674001162329252,1.1301544482192079,0.9404458831854376
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.09244866235784996,0.08557637241266465,0.01836701300826311,0.1986725663716814,2.3215820064637303,0.01045559184927505,1.1411360565142892,0.6272474244376909
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.08557637241266465,0.09244866235784996,0.01836701300826311,0.21462715105162522,2.3215820064637303,0.01045559184927505,1.1555674974725367,0.6225333881441625
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04033379694019471,0.08557637241266465,0.011740161989691566,0.29107505070993916,3.401348322014901,0.008288541961920668,1.289873672104596,0.7356713629248094
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.08557637241266465,0.04033379694019471,0.011740161989691566,0.13718929254302104,3.401348322014901,0.008288541961920668,1.1122557877014474,0.7720698834309755
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.04033379694019471,0.05399656385502741,0.012353759306225967,0.3062880324543611,5.672361546499478,0.010175872864229035,1.363683315846408,0.858326134945772
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.05399656385502741,0.04033379694019471,0.012353759306225967,0.2287878787878788,5.672361546499478,0.010175872864229035,1.2443608919832445,0.8707226120309528
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03354331997054733,0.04745152581199378,0.022580381248466008,0.673170731707317,14.186492851135407,0.020988699535063614,2.9145139881871827,0.9617714210701303
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.04745152581199378,0.03354331997054733,0.022580381248466008,0.4758620689655173,14.186492851135409,0.020988699535063614,1.8438976132140874,0.9758142916002275
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),0.03153890206986828,0.025484741880062178,0.010881125746543402,0.34500648508430615,13.537766507818537,0.01007736496811225,1.4878242851692518,0.9562930028344357
frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.025484741880062178,0.03153890206986828,0.010881125746543402,0.42696629213483145,13.537766507818535,0.01007736496811225,1.6900595630545434,0.9503520481091913
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.021557719054242003,0.01750797676511495,0.014317270719136055,0.6641366223908918,37.933373530298454,0.01393983867482551,2.925272860140024,0.9950898568382576
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.01750797676511495,0.021557719054242003,0.014317270719136055,0.8177570093457943,37.93337353029846,0.01393983867482551,5.36888841339467,0.9909881874308554
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.01750797676511495,0.04033379694019471,0.012108320379612207,0.6915887850467289,17.14663229133097,0.011402157199934414,3.111644961436338,0.9584602088973811
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.04033379694019471,0.01750797676511495,0.012108320379612207,0.30020283975659234,17.14663229133097,0.011402157199934414,1.4039668621878214,0.9812573443008226
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.014317270719136055,0.04033379694019471,0.010840219258774441,0.7571428571428571,18.77192118226601,0.010262749368851012,3.951566718481551,0.9604804054223359
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.015135400474515259,0.01750797676511495,0.010840219258774441,0.7162162162162161,40.90799444304116,0.010575229018935917,3.4621147485419748,0.9905472293711423
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.012108320379612207,0.021557719054242003,0.010840219258774441,0.8952702702702702,41.52898866608544,0.010579191489812009,9.342545650320778,0.9878820266416658
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",0.021557719054242003,0.012108320379612207,0.010840219258774441,0.5028462998102466,41.52898866608544,0.010579191489812009,1.987095096030322,0.9974225905512867
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})",0.01750797676511495,0.015135400474515259,0.010840219258774441,0.6191588785046728,40.90799444304116,0.010575229018935917,2.5860248380178366,0.9929392578207853
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'})",0.04033379694019471,0.014317270719136055,0.010840219258774441,0.26876267748478705,18.771921182266013,0.010262749368851012,1.3479655632051761,0.9865190046486191
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.029575390656958193,0.027693692219586025,0.012067413891843246,0.40802213001383125,14.733395849805198,0.011248362125715426,1.642470702161774,0.9605351882639819
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'COOK WITH WINE METAL SIGN '}),0.027693692219586025,0.029575390656958193,0.012067413891843246,0.4357459379615953,14.733395849805198,0.011248362125715426,1.7198362840974852,0.9586762704020548
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.031048024216640758,0.027693692219586025,0.011167471160926123,0.3596837944664032,12.987932111559369,0.010307636734244221,1.5184783695583008,0.9525812136949049
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.027693692219586025,0.031048024216640758,0.011167471160926123,0.4032496307237814,12.987932111559369,0.010307636734244221,1.6237140782310253,0.9492949307413526
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.03456598216477133,0.027693692219586025,0.01039024789331588,0.3005917159763314,10.85415818132555,0.009432988221977003,1.390184145642047,0.940374373566848
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.027693692219586025,0.03456598216477133,0.01039024789331588,0.37518463810930575,10.854158181325548,0.009432988221977003,1.545150898521158,0.9337277794838311
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.022416755297390165,0.02675284300089994,0.013703673402601653,0.6113138686131387,22.850426348802433,0.013103961467540982,2.50394104242022,0.9781644126842564
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.02675284300089994,0.022416755297390165,0.013703673402601653,0.5122324159021407,22.850426348802433,0.013103961467540982,2.004198877854254,0.9825224081341779
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.022416755297390165,0.022662194224003927,0.011658349014153645,0.52007299270073,22.94892487285568,0.01115033615173222,2.036430104810821,0.9783565533634908
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.022662194224003927,0.022416755297390165,0.011658349014153645,0.5144404332129964,22.948924872855674,0.01115033615173222,2.013312704703516,0.9786022481282731
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.042992718645177126,0.02331669802830729,0.015258119937822138,0.35490009514747856,15.22085565960572,0.014255671699756566,1.5140031716404851,0.9762733152004822
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.02331669802830729,0.042992718645177126,0.015258119937822138,0.6543859649122806,15.22085565960572,0.014255671699756566,2.76900583945304,0.956605554075862
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.02331669802830729,0.04008835801358095,0.013662766914832692,0.5859649122807017,14.616834944504117,0.012728038776579352,2.31843066072991,0.9538258045811543
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.04008835801358095,0.02331669802830729,0.013662766914832692,0.3408163265306122,14.616834944504117,0.012728038776579352,1.4816557831768713,0.9704911322841404
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.0320297799230958,0.02331669802830729,0.011290190624233004,0.35249042145593873,15.117510250722592,0.01054336191785304,1.508368886476993,0.9647523468118452
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.02331669802830729,0.0320297799230958,0.011290190624233004,0.4842105263157895,15.117510250722592,0.01054336191785304,1.876676957291957,0.9561457020693874
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE IVORY'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.015258119937822138,0.04008835801358095,0.010635686819929642,0.6970509383378016,17.38786452918969,0.01002401384524807,3.1685578978843747,0.9570920501423554
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.0261801521721345,0.02331669802830729,0.010635686819929642,0.40625000000000006,17.423135964912284,0.010025252117396848,1.6449402980575878,0.9679460252425051
"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.013662766914832692,0.042992718645177126,0.010635686819929642,0.7784431137724551,18.1063942524086,0.010048287326045605,4.319465296925823,0.957857881169925
frozenset({'ALARM CLOCK BAKELIKE RED '}),"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN'})",0.042992718645177126,0.013662766914832692,0.010635686819929642,0.24738344433872503,18.1063942524086,0.010048287326045605,1.310544161785728,0.9872139017212751
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",0.02331669802830729,0.0261801521721345,0.010635686819929642,0.456140350877193,17.423135964912284,0.010025252117396848,1.79057197826414,0.9651081871721845
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE IVORY'})",0.04008835801358095,0.015258119937822138,0.010635686819929642,0.2653061224489796,17.387864529189695,0.01002401384524807,1.3403431145290756,0.9818493532377449
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.022662194224003927,0.02675284300089994,0.012721917696146608,0.5613718411552346,20.983633071683283,0.01211563957201593,2.2188433126646148,0.9744264517230001
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.02675284300089994,0.022662194224003927,0.012721917696146608,0.47553516819571867,20.983633071683283,0.01211563957201593,1.863495408097672,0.9785220571858574
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.01820338705718727,0.042992718645177126,0.012353759306225967,0.6786516853932584,15.785270315055751,0.011571146208087055,2.978099581838434,0.9540161268114932
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.042992718645177126,0.01820338705718727,0.012353759306225967,0.28734538534728826,15.78527031505575,0.011571146208087055,1.3776612018730254,0.9787279786109274
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.01820338705718727,0.04008835801358095,0.011167471160926123,0.6134831460674157,15.303274478330659,0.010437727263517814,2.4834923295578863,0.9519838382802426
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.04008835801358095,0.01820338705718727,0.011167471160926123,0.2785714285714286,15.303274478330659,0.010437727263517814,1.3609061961583544,0.9736880636906206
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.03509776650576781,0.03153890206986828,0.012721917696146608,0.36247086247086246,11.492818033674066,0.011614972675450095,1.5190852322194752,0.9461985957217333
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03153890206986828,0.03509776650576781,0.012721917696146608,0.4033722438391699,11.492818033674066,0.011614972675450095,1.6172600478783763,0.9427215406920485
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.03509776650576781,0.026875562464206824,0.01603534320543238,0.4568764568764569,16.99969842435596,0.01509207098935247,1.7917183849907954,0.9754101445563811
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.026875562464206824,0.03509776650576781,0.01603534320543238,0.5966514459665144,16.99969842435596,0.01509207098935247,2.3922293109649453,0.9671686279287031
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0473288063486869,0.06397774687065369,0.02290763315061769,0.4840103716508211,7.565292548194355,0.01987964275835121,1.8140330768352657,0.9109306662250112
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.06397774687065369,0.0473288063486869,0.02290763315061769,0.35805626598465473,7.565292548194356,0.01987964275835121,1.4840415805484597,0.9271333050307791
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05207395892988628,0.0473288063486869,0.0209441217377076,0.4021995286724273,8.497985892762454,0.018479523419705535,1.5936273712458893,0.930795251343158
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0473288063486869,0.05207395892988628,0.0209441217377076,0.442523768366465,8.497985892762454,0.018479523419705535,1.7003882628187932,0.9261590604738288
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0473288063486869,0.08557637241266465,0.011617442526384684,0.24546240276577355,2.8683431634857075,0.0075672149684425675,1.211899355233158,0.6837266460197917
